trait	trait_group	pearson__genotype_pca_population_ridge	pearson__genotype_pca_ridge	pearson__population_ridge	r2__genotype_pca_population_ridge	r2__genotype_pca_ridge	r2__mean_baseline	r2__population_ridge
metabolite__Diosgenin_E1	metabolite	-0.04447301745676964	0.02650272174775834	-0.1272638456664062	-0.06367116164316977	-0.02454575034343387	-0.007102341451252103	-0.05240885188745947
metabolite__Tricin_O_hexoside_E2	metabolite	-0.04579060052444907	-0.06257618835920961	0.058184546353747896	-0.21107127849158602	-0.1612570321167801	-0.0106218660194497	-0.022138992742505303
metabolite__Apigenin_E2	metabolite	-0.05116281610672255	0.02670348177386807	-0.09331987943195114	-0.0033535442022094575	-0.0005319040036189104	-0.0006236724445243258	-0.014598639219404408
metabolite__Sakuranetin_E2	metabolite	-0.057265991513915385	-0.02080416970212975	-0.08693405254853673	-0.03215894535361574	-0.014855874984736506	-0.006832515812347895	-0.05977559427526402
metabolite__Austricine_E1	metabolite	-0.06350459023125776	-0.043423485952147525	-0.06256250226682361	-0.11265601325017172	-0.08085370064027875	-0.02924541155522231	-0.06865398060851247
metabolite__D_Pantothenic_acid_E2	metabolite	-0.06445739847651127	-0.046872892263926234	-0.057434028764417444	-0.005494953783971468	-0.004440836928822911	-0.0018517606755039662	-0.0029276570070804198
metabolite__2_Amino_1_3_4_hexadecanetriol_E1	metabolite	-0.06863619314284224	-0.33554408173876427	0.2108518562064711	-0.005550582636631773	-0.009875414997807086	-0.003404359652284805	0.001135722737267919
metabolite__12_Hydroxy_6_epi_albrassitriol_E1	metabolite	-0.0729997722702266	-0.12362454790804013	0.08706651315504005	-0.0628447653231099	-0.06366725122408456	-0.05928314206792762	-0.05836874632427258
metabolite__L_Histidine_E2	metabolite	-0.07389534157060199	-0.06008249230862142	-0.13840842461393113	-0.913963204952497	-0.8753321542278276	-0.05384392786454506	-0.059862844422861716
metabolite__Tricin_4p_O_erythro_beta_guaiacylglyceryl_ether_E2	metabolite	-0.07450194398694697	0.04389937389184209	-0.24941139949490676	-0.03154857825388491	-0.026731505953577983	-0.02453483039480786	-0.0258636744882208
metabolite__Apigenin_8_C_glucoside_E2	metabolite	-0.08360370607067626	-0.2159886548407832	0.057127554107523924	-0.02534035791708722	-0.02248197958628184	-2.4022470679341268e-09	-0.03590676377014912
metabolite__Abscisic_acid_E1	metabolite	-0.09630870365278144	-0.0008472143698296138	-0.15332415995963306	-0.12140211254092792	-0.062292902523029214	-0.06183843835641012	-0.12861624150399642
metabolite__Tricin_4p_O_threo_beta_guaiacylglyceryl_ether_E2	metabolite	-0.09978175417216284	-0.08222733337376702	-0.019073281123386604	-0.09457518283439059	-0.08503304267157619	-0.0314102786040813	-0.03454289781431785
metabolite__Tricin_4p_O_threo_beta_guaiacylglyceryl_ether_O_hexoside_E2	metabolite	-0.11654423125719006	-0.14857941391988091	-0.021146802423147447	-0.03713313356846526	-0.11121903401949162	-0.010839144820151247	-0.01650140552494106
metabolite__N_3_Indolylacetyl_L_alanine_E2	metabolite	-0.2185605256789541	-0.25808383720865186	-0.0008994582883157377	-0.06455665883168948	-0.05237785536313	-4.816830147413853e-06	-0.07228041561118581
