trait	feature	selected_seeds	mean_coefficient	mean_abs_coefficient	context	region_type	gene_id	chrom	start_1based	end_1based	strand	variance_rank_within_combo	variance	missing_fraction_before_impute
agri_aa_oil__Oil_C200_C220	methwin__mCG__gene__Zm00001d037705	3	-0.03599681839117778	0.03599681839117778	mCG	gene	Zm00001d037705	6	134515505	134515831	+	122	0.15579107403755188	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__promoter__Zm00001d002231	3	0.03588924472180186	0.03588924472180186	mCG	promoter	Zm00001d002231	2	8444493	8445857	+	433	0.13727734982967377	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d004117	3	-0.034001230009525325	0.034001230009525325	mCHG	promoter	Zm00001d004117	2	83616578	83623667	+	249	0.11590122431516647	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d004117	3	-0.03400019420357447	0.03400019420357447	mCHG	gene	Zm00001d004117	2	83616578	83623667	+	231	0.11590122431516647	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__gene__Zm00001d043072	3	-0.033167210318410356	0.033167210318410356	mCHH	gene	Zm00001d043072	3	188334468	188334866	+	84	0.012879840098321438	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d043072	3	-0.03316716842581307	0.03316716842581307	mCHH	promoter	Zm00001d043072	3	188334468	188334866	+	399	0.012879840098321438	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d033717	3	-0.03302185649194539	0.03302185649194539	mCHH	promoter	Zm00001d033717	1	272123492	272125627	-	459	0.011396927759051323	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d033219	3	0.031064491701819446	0.031064491701819446	mCHG	gene	Zm00001d033219	1	254711019	254712606	-	407	0.10346683859825134	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d033219	3	0.031062972441781828	0.031062972441781828	mCHG	promoter	Zm00001d033219	1	254711019	254712606	-	438	0.10346683859825134	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d037705	3	-0.030550168908260764	0.030550168908260764	mCHG	gene	Zm00001d037705	6	134515505	134515831	+	74	0.1358199417591095	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__promoter__Zm00001d011805	3	-0.022742141866191345	0.022742141866191345	mCG	promoter	Zm00001d011805	8	161834426	161839733	-	394	0.1404527723789215	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__promoter__Zm00001d032478	3	-0.022648992842883634	0.022648992842883634	mCG	promoter	Zm00001d032478	1	228035780	228036940	+	13	0.18718492984771729	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__cis__Zm00001d040595	3	0.02194020457593349	0.02194020457593349	mCHH	cis	Zm00001d040595	3	52236536	52237647	+	67	0.04717601090669632	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d040595	3	0.02193576318538436	0.02193576318538436	mCHH	promoter	Zm00001d040595	3	52236536	52237647	+	30	0.04717601090669632	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__promoter__Zm00001d052135	3	-0.01825186129347354	0.01825186129347354	mCG	promoter	Zm00001d052135	4	180603733	180604032	+	358	0.14282909035682678	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__cis__Zm00001d042632	3	-0.017914587070818402	0.017914587070818402	mCHG	cis	Zm00001d042632	3	174667819	174671278	-	455	0.12641170620918274	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d039327	3	0.01778635679603753	0.01778635679603753	mCHG	gene	Zm00001d039327	3	1953626	1957132	-	490	0.09923573583364487	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__cis__Zm00001d049202	3	-0.01759728745981637	0.01759728745981637	mCHG	cis	Zm00001d049202	4	20466913	20467525	-	465	0.12590602040290833	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d015440	3	0.01631831164396066	0.01631831164396066	mCHG	promoter	Zm00001d015440	5	90267647	90277773	-	215	0.11818850785493851	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d015440	3	0.016316808501067606	0.016316808501067606	mCHG	gene	Zm00001d015440	5	90267647	90277773	-	201	0.11818850785493851	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__promoter__Zm00001d042171	3	-0.016174563059474695	0.016174563059474695	mCG	promoter	Zm00001d042171	3	154796683	154797198	-	229	0.1520165055990219	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__gene__Zm00001d042171	3	-0.016174489316841813	0.016174489316841813	mCG	gene	Zm00001d042171	3	154796683	154797198	-	152	0.1520165055990219	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__gene__Zm00001d025556	3	-0.015808641222594757	0.015808641222594757	mCHH	gene	Zm00001d025556	10	122310872	122313235	-	191	0.007567467167973518	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__cis__Zm00001d013977	3	0.015144620196511466	0.015144620196511466	mCG	cis	Zm00001d013977	5	26989614	26990723	-	293	0.16386212408542633	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__cis__Zm00001d013977	3	0.013740257651278884	0.013740257651278884	mCHG	cis	Zm00001d013977	5	26989614	26990723	-	301	0.1312401294708252	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__cis__Zm00001d005795	3	-0.01287723351813041	0.01287723351813041	mCG	cis	Zm00001d005795	2	188910705	188919424	-	73	0.1806531399488449	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__gene__Zm00001d005795	3	-0.012872497313725762	0.012872497313725762	mCG	gene	Zm00001d005795	2	188910705	188919424	-	11	0.1806531399488449	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__cis__Zm00001d036462	3	0.01264733954479276	0.01264733954479276	mCHH	cis	Zm00001d036462	6	89295382	89304942	+	316	0.027350205928087234	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d036462	3	0.012645617500707106	0.012645617500707106	mCHH	promoter	Zm00001d036462	6	89295382	89304942	+	127	0.027350205928087234	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d040674	3	0.010892814123651619	0.010892814123651619	mCHG	promoter	Zm00001d040674	3	57206032	57206889	-	404	0.10490470379590988	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d040674	3	0.010888829010771171	0.010888829010771171	mCHG	gene	Zm00001d040674	3	57206032	57206889	-	376	0.10490470379590988	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d040673	3	0.01088484365146169	0.01088484365146169	mCHG	promoter	Zm00001d040673	3	57203920	57204860	-	405	0.10490470379590988	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d036727	3	0.003919264784042027	0.003919264784042027	mCHH	promoter	Zm00001d036727	6	99181767	99186018	+	159	0.025130119174718857	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__cis__Zm00001d036726	3	0.003918167569432945	0.003918167569432945	mCHH	cis	Zm00001d036726	6	99175591	99177057	+	388	0.025130119174718857	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__cis__Zm00001d036727	3	0.00391814962234165	0.00391814962234165	mCHH	cis	Zm00001d036727	6	99181767	99186018	+	387	0.025130119174718857	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__promoter__Zm00001d012380	2	-0.0727205070731159	0.0727205070731159	mCG	promoter	Zm00001d012380	8	173245748	173250090	-	466	0.13536666333675385	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__cis__Zm00001d016602	2	0.06966806288340421	0.06966806288340421	mCHG	cis	Zm00001d016602	5	169615711	169625655	-	360	0.12920011579990387	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__gene__Zm00001d009148	2	-0.048930620856641065	0.048930620856641065	mCHH	gene	Zm00001d009148	8	39615377	39627678	-	404	0.003915713168680668	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d032547	2	0.04347477009359839	0.04347477009359839	mCHG	promoter	Zm00001d032547	1	230141385	230144429	-	162	0.12242375314235687	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d002770	2	0.042937426484933816	0.042937426484933816	mCHG	gene	Zm00001d002770	2	22115028	22130846	+	199	0.11841601878404617	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d053149	2	-0.0401247336157218	0.0401247336157218	mCHG	promoter	Zm00001d053149	4	216214682	216218840	+	147	0.12374144047498703	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__cis__Zm00001d002418	2	-0.03940244720294272	0.03940244720294272	mCG	cis	Zm00001d002418	2	12281370	12292546	+	138	0.1748839169740677	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__gene__Zm00001d046912	2	-0.03873485665242189	0.03873485665242189	mCG	gene	Zm00001d046912	9	110202169	110204205	+	475	0.12489675730466843	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__gene__Zm00001d028295	2	-0.03756932745136263	0.03756932745136263	mCG	gene	Zm00001d028295	1	29497242	29504081	+	121	0.15597084164619446	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__cis__Zm00001d027359	2	0.03681560669527631	0.03681560669527631	mCHG	cis	Zm00001d027359	1	3651033	3661251	-	310	0.13105201721191406	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__promoter__Zm00001d050365	2	-0.03664613461155156	0.03664613461155156	mCG	promoter	Zm00001d050365	4	83772143	83775016	-	467	0.13527832925319672	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__promoter__Zm00001d018613	2	-0.03253850314669455	0.03253850314669455	mCG	promoter	Zm00001d018613	7	871207	880116	-	393	0.1404688060283661	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d046912	2	-0.03230104441865919	0.03230104441865919	mCHG	gene	Zm00001d046912	9	110202169	110204205	+	260	0.11372020840644836	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d049718	2	0.028197676107057486	0.028197676107057486	mCHH	promoter	Zm00001d049718	4	41325126	41329646	-	327	0.015268937684595585	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d050463	2	0.02808596816512221	0.02808596816512221	mCHH	promoter	Zm00001d050463	4	90402428	90420961	-	387	0.013287235982716084	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__gene__Zm00001d013265	2	0.027329332147727686	0.027329332147727686	mCG	gene	Zm00001d013265	5	7397790	7408662	-	289	0.139395609498024	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__gene__Zm00001d051852	2	0.026651164366392227	0.026651164366392227	mCG	gene	Zm00001d051852	4	172404001	172404660	-	183	0.14868208765983582	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__promoter__Zm00001d051852	2	0.02665095384321875	0.02665095384321875	mCG	promoter	Zm00001d051852	4	172404001	172404660	-	273	0.14868208765983582	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d020323	2	0.024760318657999006	0.024760318657999006	mCHH	promoter	Zm00001d020323	7	106545162	106546385	+	231	0.01993299461901188	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d045160	2	0.024282436779107696	0.024282436779107696	mCHG	promoter	Zm00001d045160	9	14630323	14638218	-	362	0.10731229931116104	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__gene__Zm00001d047835	2	-0.023843104811902445	0.023843104811902445	mCG	gene	Zm00001d047835	9	142826331	142832989	-	211	0.1467372328042984	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__gene__Zm00001d051776	2	-0.02374495504570271	0.02374495504570271	mCHH	gene	Zm00001d051776	4	169254420	169260633	-	432	0.0035803529899567366	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d024505	2	0.02241061743278147	0.02241061743278147	mCHH	promoter	Zm00001d024505	10	74756584	74774103	+	293	0.016416169703006744	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__promoter__Zm00001d033555	2	-0.022333536303739666	0.022333536303739666	mCG	promoter	Zm00001d033555	1	267028868	267032375	-	195	0.15565134584903717	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d039723	2	0.021798049617553883	0.021798049617553883	mCHG	gene	Zm00001d039723	3	12989962	12990863	-	421	0.10294855386018753	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d011107	2	-0.021527335156047926	0.021527335156047926	mCHG	promoter	Zm00001d011107	8	139097487	139098598	+	185	0.12065449357032776	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d011105	2	-0.0215270062904282	0.0215270062904282	mCHG	gene	Zm00001d011105	8	139096722	139098059	-	176	0.12065449357032776	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__gene__Zm00001d049712	2	0.02054272021769617	0.02054272021769617	mCHH	gene	Zm00001d049712	4	41056501	41060505	+	95	0.012106649577617645	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__cis__Zm00001d044907	2	-0.020421123678997607	0.020421123678997607	mCHG	cis	Zm00001d044907	9	6897020	6904501	-	231	0.13482554256916046	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d044907	2	-0.02042071912197009	0.02042071912197009	mCHG	promoter	Zm00001d044907	9	6897020	6904501	-	69	0.13482554256916046	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d021642	2	-0.017043808879458597	0.017043808879458597	mCHG	promoter	Zm00001d021642	7	158942190	158945366	+	252	0.11537820845842361	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__promoter__Zm00001d050487	2	-0.016973993146285324	0.016973993146285324	mCG	promoter	Zm00001d050487	4	92644355	92646442	-	490	0.13249051570892334	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__gene__Zm00001d050487	2	-0.01697157973601683	0.01697157973601683	mCG	gene	Zm00001d050487	4	92644355	92646442	-	370	0.13249051570892334	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d008878	2	-0.01498215594159503	0.01498215594159503	mCHG	promoter	Zm00001d008878	8	23569227	23569865	-	303	0.11193183064460754	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d038170	2	0.014159921591716269	0.014159921591716269	mCHH	promoter	Zm00001d038170	6	150418144	150422431	-	46	0.04043547809123993	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__cis__Zm00001d038170	2	0.014158057196524292	0.014158057196524292	mCHH	cis	Zm00001d038170	6	150418144	150422431	-	109	0.04043547809123993	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__cis__Zm00001d041565	2	-0.014043735508705059	0.014043735508705059	mCG	cis	Zm00001d041565	3	127284443	127285976	+	392	0.15978552401065826	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__gene__Zm00001d039385	2	0.013544578935842008	0.013544578935842008	mCHH	gene	Zm00001d039385	3	3092385	3107653	-	123	0.010057642124593258	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__gene__Zm00001d048684	2	-0.012179662563219814	0.012179662563219814	mCG	gene	Zm00001d048684	4	3237296	3249838	+	219	0.14583072066307068	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d034043	2	0.010925753160438936	0.010925753160438936	mCHG	gene	Zm00001d034043	1	282043067	282045983	-	400	0.10394235700368881	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__gene__Zm00001d011300	2	-0.001224117750975695	0.010380883123703314	mCG	gene	Zm00001d011300	8	146136810	146145088	-	162	0.15042057633399963	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__gene__Zm00001d040674	2	0.010323884505002632	0.010323884505002632	mCG	gene	Zm00001d040674	3	57206032	57206889	-	231	0.14457584917545319	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__promoter__Zm00001d040673	2	0.01032350301713425	0.01032350301713425	mCG	promoter	Zm00001d040673	3	57203920	57204860	-	321	0.14457584917545319	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__promoter__Zm00001d027957	2	-0.010317172017176345	0.010317172017176345	mCG	promoter	Zm00001d027957	1	18299864	18321135	-	82	0.16903212666511536	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__promoter__Zm00001d040674	2	0.010316460960273681	0.010316460960273681	mCG	promoter	Zm00001d040674	3	57206032	57206889	-	322	0.14457584917545319	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__cis__Zm00001d027958	2	-0.010311287797022473	0.010311287797022473	mCG	cis	Zm00001d027958	1	18324501	18326246	+	218	0.16903212666511536	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__cis__Zm00001d027957	2	-0.010290634667978143	0.010290634667978143	mCG	cis	Zm00001d027957	1	18299864	18321135	-	219	0.16903212666511536	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__cis__Zm00001d024558	2	0.010278531011385643	0.010278531011385643	mCHG	cis	Zm00001d024558	10	78187147	78188241	+	421	0.12738613784313202	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d024558	2	0.010278092037638476	0.010278092037638476	mCHG	gene	Zm00001d024558	10	78187147	78188241	+	127	0.12738613784313202	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__cis__Zm00001d014764	2	0.008390162918318483	0.008390162918318483	mCHH	cis	Zm00001d014764	5	62108780	62114128	-	300	0.02798258699476719	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d014764	2	0.008387868660557003	0.008387868660557003	mCHH	promoter	Zm00001d014764	5	62108780	62114128	-	119	0.02798258699476719	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d049531	2	-0.008159542318577736	0.008159542318577736	mCHG	promoter	Zm00001d049531	4	33410133	33414086	+	475	0.10132785886526108	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d049530	2	-0.008159160807010747	0.008159160807010747	mCHG	promoter	Zm00001d049530	4	33409847	33410188	-	474	0.10132785886526108	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d049531	2	-0.008155987803915639	0.008155987803915639	mCHG	gene	Zm00001d049531	4	33410133	33414086	+	459	0.10132785886526108	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d049530	2	-0.008155112262155248	0.008155112262155248	mCHG	gene	Zm00001d049530	4	33409847	33410188	-	458	0.10132785886526108	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__gene__Zm00001d043360	2	-0.008032175016679011	0.008032175016679011	mCG	gene	Zm00001d043360	3	197670387	197686901	-	451	0.12631641328334808	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__cis__Zm00001d038949	2	-0.006896965672550785	0.006896965672550785	mCHG	cis	Zm00001d038949	6	167539996	167542087	+	208	0.13637423515319824	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d038949	2	-0.006891756691796136	0.006891756691796136	mCHG	promoter	Zm00001d038949	6	167539996	167542087	+	60	0.13637423515319824	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d038949	2	-0.006857448928844716	0.006857448928844716	mCHG	gene	Zm00001d038949	6	167539996	167542087	+	70	0.13637423515319824	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d011300	2	-0.0057336456945242965	0.0057336456945242965	mCHG	gene	Zm00001d011300	8	146136810	146145088	-	281	0.11232269555330276	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__cis__Zm00001d044314	2	-0.004843826130735236	0.004843826130735236	mCG	cis	Zm00001d044314	3	225020099	225035548	+	91	0.1790086179971695	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__gene__Zm00001d044315	2	-0.004842927810581506	0.004842927810581506	mCG	gene	Zm00001d044315	3	225036651	225051676	-	14	0.1790086179971695	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__cis__Zm00001d026368	2	0.0032849391429121983	0.0032849391429121983	mCHH	cis	Zm00001d026368	10	144424159	144426437	-	178	0.034990184009075165	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d026366	2	0.0032778590420179305	0.0032778590420179305	mCHH	promoter	Zm00001d026366	10	144415204	144421773	-	70	0.034990184009075165	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__cis__Zm00001d026366	2	0.003262068974915899	0.003262068974915899	mCHH	cis	Zm00001d026366	10	144415204	144421773	-	176	0.034990184009075165	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d026367	2	0.0032577446959388442	0.0032577446959388442	mCHH	promoter	Zm00001d026367	10	144422318	144422683	-	71	0.034990184009075165	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__cis__Zm00001d026367	2	0.0032457724114324663	0.0032457724114324663	mCHH	cis	Zm00001d026367	10	144422318	144422683	-	177	0.034990184009075165	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__gene__Zm00001d002086	2	0.002294987010488773	0.002294987010488773	mCG	gene	Zm00001d002086	2	5771336	5775212	+	301	0.1382223218679428	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__gene__Zm00001d023906	2	-0.0016409020355196682	0.0016409020355196682	mCHH	gene	Zm00001d023906	10	27456859	27465326	-	11	0.03575637564063072	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__cis__Zm00001d023906	2	-0.0016401050497028289	0.0016401050497028289	mCHH	cis	Zm00001d023906	10	27456859	27465326	-	166	0.03575637564063072	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__cis__Zm00001d023907	2	-0.0016363340640115247	0.0016363340640115247	mCHH	cis	Zm00001d023907	10	27464895	27466265	-	167	0.03575637564063072	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__cis__Zm00001d027958	2	-0.0016333942118991456	0.0016333942118991456	mCHG	cis	Zm00001d027958	1	18324501	18326246	+	106	0.14293824136257172	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d027957	2	-0.0016123176553449474	0.0016123176553449474	mCHG	promoter	Zm00001d027957	1	18299864	18321135	-	30	0.14293824136257172	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d005793	1	-0.08257993370587449	0.08257993370587449	mCHH	promoter	Zm00001d005793	2	188849023	188849574	+	230	0.02010631002485752	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__gene__Zm00001d006030	1	0.07581236268243405	0.07581236268243405	mCHH	gene	Zm00001d006030	2	195706441	195714239	+	172	0.00801548920571804	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d037988	1	0.07551297949531993	0.07551297949531993	mCHH	promoter	Zm00001d037988	6	144427562	144428509	-	210	0.021414870396256447	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d049816	1	0.0659585487870884	0.0659585487870884	mCHH	promoter	Zm00001d049816	4	45963658	45970011	+	390	0.013184456154704094	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d034754	1	-0.06460310845576626	0.06460310845576626	mCHG	promoter	Zm00001d034754	1	301379862	301384541	+	44	0.13869354128837585	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d025107	1	0.06384586008963665	0.06384586008963665	mCHH	promoter	Zm00001d025107	10	104574417	104575544	-	375	0.013554227538406849	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__gene__Zm00001d036655	1	-0.06200778851706507	0.06200778851706507	mCG	gene	Zm00001d036655	6	96564582	96572729	+	447	0.12645463645458221	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d052651	1	0.060212172382135894	0.060212172382135894	mCHH	promoter	Zm00001d052651	4	195816208	195818206	-	265	0.017666390165686607	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d040460	1	-0.06013451120809277	0.06013451120809277	mCHG	promoter	Zm00001d040460	3	44588751	44589602	+	267	0.11480843275785446	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d053182	1	0.057114463749274716	0.057114463749274716	mCHH	promoter	Zm00001d053182	4	218560577	218598417	+	428	0.012123370543122292	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__cis__Zm00001d049173	1	0.05695489545125009	0.05695489545125009	mCG	cis	Zm00001d049173	4	19025176	19028095	-	432	0.15840522944927216	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d042692	1	0.05595136730211569	0.05595136730211569	mCHH	promoter	Zm00001d042692	3	177204037	177208754	-	306	0.016007106751203537	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__cis__Zm00001d014418	1	-0.05575987305840597	0.05575987305840597	mCHG	cis	Zm00001d014418	5	45731508	45735197	+	281	0.13206838071346283	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__gene__Zm00001d025797	1	0.0496230952446048	0.0496230952446048	mCHH	gene	Zm00001d025797	10	129855497	129872386	+	174	0.007984234020113945	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d023248	1	0.04953662245933014	0.04953662245933014	mCHH	promoter	Zm00001d023248	10	1456929	1458449	+	472	0.011119210161268711	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__gene__Zm00001d031505	1	0.04727247341298309	0.04727247341298309	mCG	gene	Zm00001d031505	1	192252489	192255152	-	395	0.1310567557811737	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d036799	1	-0.047132474233661584	0.047132474233661584	mCHG	gene	Zm00001d036799	6	101248218	101249481	-	436	0.10224110633134842	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__gene__Zm00001d019215	1	-0.045349721639379004	0.045349721639379004	mCHG	gene	Zm00001d019215	7	22120424	22126437	+	343	0.10764122009277344	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d033555	1	-0.04367433940903898	0.04367433940903898	mCHG	promoter	Zm00001d033555	1	267028868	267032375	-	351	0.10834189504384995	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__promoter__Zm00001d023719	1	0.04324836909084441	0.04324836909084441	mCHH	promoter	Zm00001d023719	10	16738052	16738510	+	229	0.020153077319264412	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__gene__Zm00001d037422	1	-0.04146442999952265	0.04146442999952265	mCHH	gene	Zm00001d037422	6	125049232	125057616	+	242	0.006451871246099472	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCG__promoter__Zm00001d016278	1	-0.04120338855293157	0.04120338855293157	mCG	promoter	Zm00001d016278	5	155422718	155424151	-	370	0.14204883575439453	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHH__gene__Zm00001d015890	1	0.040229384921124836	0.040229384921124836	mCHH	gene	Zm00001d015890	5	129466482	129557572	-	359	0.00461615901440382	0.0
agri_aa_oil__Oil_C200_C220	methwin__mCHG__promoter__Zm00001d027329	1	-0.03965619831666009	0.03965619831666009	mCHG	promoter	Zm00001d027329	1	3031993	3036913	+	316	0.11108033359050751	0.0
